Table_Number,Year,Measure,Indigenous_Status,Law_Enforced,Court_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust cts,Aust
7A.23,2017-18,On-time case processing,All people,Civil,Children's,,On-time case processing; civil,,,Children's courts,Cases finalised <=6 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,53,81.4,75.7,69.1,97.3,87.2,82.8,83,..,
7A.23,2017-18,On-time case processing,All people,Civil,Children's,,On-time case processing; civil,,,Children's courts,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,90.2,95.7,90.5,82.1,99.8,95.6,94,97,..,
7A.23,2017-18,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal,Cases finalised <=12 months,,Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,972,
7A.23,2017-18,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,1203,
7A.23,2017-18,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,79.1,
7A.23,2017-18,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,97.9,
7A.23,2017-18,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Non-appeal,Cases finalised <=12 months,,Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,3806,
7A.23,2017-18,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,4106,
7A.23,2017-18,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,87,
7A.23,2017-18,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,93.9,
7A.23,2017-18,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal and non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,4778,
7A.23,2017-18,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal and non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,5309,
7A.23,2017-18,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal and non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,85.3,
7A.23,2017-18,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal and non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,94.8,
7A.23,2017-18,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,5,..,..,..,..,na,
7A.23,2017-18,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,6,..,..,..,..,na,
7A.23,2017-18,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,83.3,..,..,..,..,na,
7A.23,2017-18,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,100,..,..,..,..,na,
7A.23,2017-18,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,12389,..,..,..,..,na,
7A.23,2017-18,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,14851,..,..,..,..,na,
7A.23,2017-18,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,77.2,..,..,..,..,na,
7A.23,2017-18,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,92.6,..,..,..,..,na,
7A.23,2017-18,On-time case processing,All people,Civil,FCFCOA (Division 2),,On-time case processing; civil,,FCFCOA (Division 2),Non-family law matters,Cases finalised <=12 months,,Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,na,
7A.23,2017-18,On-time case processing,All people,Civil,FCFCOA (Division 2),,On-time case processing; civil,,FCFCOA (Division 2),Non-family law matters,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,na,
7A.23,2017-18,On-time case processing,All people,Civil,FCFCOA (Division 2),,On-time case processing; civil,,FCFCOA (Division 2),Non-family law matters,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,na,
7A.23,2017-18,On-time case processing,All people,Civil,FCFCOA (Division 2),,On-time case processing; civil,,FCFCOA (Division 2),Non-family law matters,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,na,
7A.23,2017-18,On-time case processing,All people,Civil,Coroners',,On-time case processing; civil,,Coroners' courts,,Cases finalised <=12 months,,Australian state and territory court authorities and departments (unpublished),no.,5708,5526,4629,1103,1624,275,272,179,..,
7A.23,2017-18,On-time case processing,All people,Civil,Coroners',,On-time case processing; civil,,Coroners' courts,,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,6226,6248,5132,2219,2694,471,283,229,..,
7A.23,2017-18,On-time case processing,All people,Civil,Coroners',,On-time case processing; civil,,Coroners' courts,,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,89.4,85,85.7,47.5,57.6,45,91,74.3,..,
7A.23,2017-18,On-time case processing,All people,Civil,Coroners',,On-time case processing; civil,,Coroners' courts,,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,97.5,96.1,95,95.6,95.6,77.1,94.6,95,..,
7A.23,2016-17,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Appeal,Cases finalised <=12 months,,Australian state and territory court authorities and departments (unpublished),no.,572,283,215,121,68,50,50,99,..,
7A.23,2016-17,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,660,358,239,161,104,58,74,105,..,
7A.23,2016-17,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,84.5,78.2,87.8,72,63,70.4,50,91.7,..,
7A.23,2016-17,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,97.5,98.9,97.6,95.8,96.3,81.7,74,97.2,..,
7A.23,2016-17,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Non-appeal,Cases finalised <=12 months,,Australian state and territory court authorities and departments (unpublished),no.,5667,4227,1405,1474,756,286,336,91,..,
7A.23,2016-17,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,6546,5129,2583,2085,905,655,521,116,..,
7A.23,2016-17,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,79.8,74.1,50.4,63.2,77.4,37.1,55.4,70.5,..,
7A.23,2016-17,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,92.2,89.9,92.6,89.4,92.6,85,86,89.9,..,
7A.23,2016-17,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Appeal and non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,6239,4510,1620,1595,824,336,386,190,..,
7A.23,2016-17,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Appeal and non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,7206,5487,2822,2246,1009,713,595,221,..,
7A.23,2016-17,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Appeal and non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,80.2,74.4,53.4,63.8,75.9,39.9,54.7,80.2,..,
7A.23,2016-17,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Appeal and non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,92.7,90.5,93,89.9,93,84.7,84.3,93.2,..,
7A.23,2016-17,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - appeal,,Cases finalised <=12 months,,Australian state and territory court authorities and departments (unpublished),no.,77,63,65,91,90,..,..,..,..,
7A.23,2016-17,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - appeal,,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,85,64,71,104,106,..,..,..,..,
7A.23,2016-17,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - appeal,,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,90.6,96.9,87.8,83.5,83.3,..,..,..,..,
7A.23,2016-17,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - appeal,,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,100,98.5,95.9,95.4,98.1,..,..,..,..,
7A.23,2016-17,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - non-appeal,,Cases finalised <=12 months,,Australian state and territory court authorities and departments (unpublished),no.,4820,3346,2040,3383,886,..,..,..,..,
7A.23,2016-17,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - non-appeal,,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,7069,5768,4590,4367,1326,..,..,..,..,
7A.23,2016-17,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - non-appeal,,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,62.2,52,42,69.3,48,..,..,..,..,
7A.23,2016-17,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - non-appeal,,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,91.3,89.7,94.5,89.5,71.9,..,..,..,..,
7A.23,2016-17,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - appeal and non-appeal,,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,4897,3409,2105,3474,976,..,..,..,..,
7A.23,2016-17,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - appeal and non-appeal,,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,7154,5832,4661,4471,1432,..,..,..,..,
7A.23,2016-17,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - appeal and non-appeal,,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,62.5,52.5,42.7,69.6,50,..,..,..,..,
7A.23,2016-17,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - appeal and non-appeal,,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,91.4,89.8,94.6,89.6,73.3,..,..,..,..,
7A.23,2016-17,On-time case processing,All people,Civil,Magistrates' (excl. children's),,On-time case processing; civil,,,Magistrates' courts only (excl. children's courts),Cases finalised <=6 months,,Australian state and territory court authorities and departments (unpublished),no.,77322,68618,40136,38564,13476,3274,2928,5184,..,
7A.23,2016-17,On-time case processing,All people,Civil,Magistrates' (excl. children's),,On-time case processing; civil,,,Magistrates' courts only (excl. children's courts),Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,122830,71302,43752,40783,16743,5345,3246,6158,..,
7A.23,2016-17,On-time case processing,All people,Civil,Magistrates' (excl. children's),,On-time case processing; civil,,,Magistrates' courts only (excl. children's courts),Cases finalised <=6 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,61.3,76.6,68.5,76,53.7,53.3,84.2,82.7,..,
7A.23,2016-17,On-time case processing,All people,Civil,Magistrates' (excl. children's),,On-time case processing; civil,,,Magistrates' courts only (excl. children's courts),Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,97.3,79.6,74.7,80.4,66.7,87,93.4,98.2,..,
7A.23,2016-17,On-time case processing,All people,Civil,Children's,,On-time case processing; civil,,,Children's courts,Cases finalised <=6 months,,Australian state and territory court authorities and departments (unpublished),no.,5732,6295,3081,1142,2046,277,145,402,..,
7A.23,2016-17,On-time case processing,All people,Civil,Children's,,On-time case processing; civil,,,Children's courts,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,8596,7340,3628,1404,2089,316,185,479,..,
7A.23,2016-17,On-time case processing,All people,Civil,Children's,,On-time case processing; civil,,,Children's courts,Cases finalised <=6 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,60.8,80.9,78.8,64.9,97.7,84.7,69.7,83.6,..,
7A.23,2016-17,On-time case processing,All people,Civil,Children's,,On-time case processing; civil,,,Children's courts,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,91.2,94.3,92.7,79.8,99.8,96.6,88.9,99.6,..,
7A.23,2016-17,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal,Cases finalised <=12 months,,Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,773,
7A.23,2016-17,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,876,
7A.23,2016-17,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,87.3,
7A.23,2016-17,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,99,
7A.23,2016-17,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Non-appeal,Cases finalised <=12 months,,Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,4156,
7A.23,2016-17,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,4455,
7A.23,2016-17,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,87.6,
7A.23,2016-17,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,93.8,
7A.23,2016-17,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal and non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,4929,
7A.23,2016-17,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal and non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,5331,
7A.23,2016-17,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal and non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,87.5,
7A.23,2016-17,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal and non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,94.7,
7A.23,2016-17,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,11,..,..,..,..,na,
7A.23,2016-17,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,11,..,..,..,..,na,
7A.23,2016-17,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,100,..,..,..,..,na,
7A.23,2016-17,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,100,..,..,..,..,na,
7A.23,2016-17,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,11678,..,..,..,..,na,
7A.23,2016-17,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,14047,..,..,..,..,na,
7A.23,2016-17,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,78.2,..,..,..,..,na,
7A.23,2016-17,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,94,..,..,..,..,na,
7A.23,2016-17,On-time case processing,All people,Civil,FCFCOA (Division 2),,On-time case processing; civil,,FCFCOA (Division 2),Non-family law matters,Cases finalised <=12 months,,Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,na,
7A.23,2016-17,On-time case processing,All people,Civil,FCFCOA (Division 2),,On-time case processing; civil,,FCFCOA (Division 2),Non-family law matters,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,na,
7A.23,2016-17,On-time case processing,All people,Civil,FCFCOA (Division 2),,On-time case processing; civil,,FCFCOA (Division 2),Non-family law matters,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,na,
7A.23,2016-17,On-time case processing,All people,Civil,FCFCOA (Division 2),,On-time case processing; civil,,FCFCOA (Division 2),Non-family law matters,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,na,
7A.23,2016-17,On-time case processing,All people,Civil,Coroners',,On-time case processing; civil,,Coroners' courts,,Cases finalised <=12 months,,Australian state and territory court authorities and departments (unpublished),no.,5383,5047,4562,1463,1263,239,281,242,..,
7A.23,2016-17,On-time case processing,All people,Civil,Coroners',,On-time case processing; civil,,Coroners' courts,,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,5873,5902,4877,2306,1767,486,292,310,..,
7A.23,2016-17,On-time case processing,All people,Civil,Coroners',,On-time case processing; civil,,Coroners' courts,,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,89.9,80.3,91,60.5,68.3,41.1,92.1,72.7,..,
7A.23,2016-17,On-time case processing,All people,Civil,Coroners',,On-time case processing; civil,,Coroners' courts,,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,98,93.9,97.3,95.3,95.5,83.5,95.7,93.1,..,
7A.23,2015-16,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Appeal,Cases finalised <=12 months,,Australian state and territory court authorities and departments (unpublished),no.,604,226,248,126,60,51,na,106,..,
7A.23,2015-16,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,712,302,274,176,85,73,na,114,..,
7A.23,2015-16,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,83.1,73.1,87.9,70.4,67.4,68.9,na,92.2,..,
7A.23,2015-16,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,97.9,97.7,97.2,98.3,95.5,98.6,na,99.1,..,
7A.23,2015-16,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Non-appeal,Cases finalised <=12 months,,Australian state and territory court authorities and departments (unpublished),no.,6710,5355,1950,1551,869,361,na,90,..,
7A.23,2015-16,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,7645,6308,2924,2147,1058,675,na,105,..,
7A.23,2015-16,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,81.3,79.1,62.2,64.3,76.3,47.1,na,78.3,..,
7A.23,2015-16,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,92.6,93.1,93.3,88.9,92.9,88,na,91.3,..,
7A.23,2015-16,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Appeal and non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,7314,5581,2198,1677,929,412,na,196,..,
7A.23,2015-16,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Appeal and non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,8357,6610,3198,2323,1143,748,na,219,..,
7A.23,2015-16,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Appeal and non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,81.4,78.8,64.3,64.7,75.7,49,na,85.2,..,
7A.23,2015-16,On-time case processing,All people,Civil,Supreme (excl. probate),,On-time case processing; civil,,Supreme courts (excl. probate),Appeal and non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,93,93.3,93.6,89.6,93.1,88.9,na,95.2,..,
7A.23,2015-16,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - appeal,,Cases finalised <=12 months,,Australian state and territory court authorities and departments (unpublished),no.,105,41,72,90,96,..,..,..,..,
7A.23,2015-16,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - appeal,,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,114,41,76,105,102,..,..,..,..,
7A.23,2015-16,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - appeal,,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,88.2,100,92.3,84.1,94.1,..,..,..,..,
7A.23,2015-16,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - appeal,,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,95.8,100,97.4,98.1,100,..,..,..,..,
